staff_id,full_name,date_of_birth,hire_date,termination_date,phone
465,Staff_000465,1984-09-07,2024-11-08,2025-02-18,0934087710
466,Staff_000466,1991-10-05,2023-02-19,,0935724012
467,Staff_000467,1992-03-16,2025-12-06,,0916935357
468,Staff_000468,1982-09-19,2023-11-26,2025-11-03,0939510067
469,Staff_000469,1994-02-01,2024-04-04,,0974217645
470,Staff_000470,1996-03-15,2024-02-28,,0937602326
471,Staff_000471,2001-07-28,2025-06-05,,0976701172
472,Staff_000472,1988-04-29,2022-03-31,,0986537153
473,Staff_000473,2003-02-16,2023-10-12,,0911093294
474,Staff_000474,1981-06-08,2025-12-28,,0936632340
475,Staff_000475,2000-05-12,2022-11-02,,0911117534
476,Staff_000476,1996-12-07,2025-05-17,,0958958695
477,Staff_000477,1998-07-10,2022-08-18,2025-02-26,0971723700
478,Staff_000478,1990-09-20,2022-09-08,2023-08-24,0950529059
479,Staff_000479,1997-05-08,2025-08-03,,0945546680
480,Staff_000480,2000-08-30,2025-07-31,,0965805062
481,Staff_000481,1999-04-04,2024-06-26,,0965026901
482,Staff_000482,1989-02-08,2024-03-11,,0923279494
483,Staff_000483,1985-11-10,2025-01-04,,0982490974
484,Staff_000484,1999-05-06,2024-09-11,,0942788122
485,Staff_000485,1980-12-26,2025-06-18,,0975035238
486,Staff_000486,1981-09-08,2022-06-11,2025-10-23,0997570729
487,Staff_000487,1997-07-14,2024-04-24,,0944076349
488,Staff_000488,1988-09-10,2023-09-13,,0997465289
489,Staff_000489,2001-09-07,2022-10-21,,0931468615
490,Staff_000490,1991-05-20,2023-08-26,,0972631529
491,Staff_000491,1981-09-15,2022-06-14,,0980614700
492,Staff_000492,1993-01-22,2024-08-01,2024-10-09,0910086351
493,Staff_000493,1985-09-24,2024-08-23,,0955389915
494,Staff_000494,2001-08-10,2025-10-11,,0919674975
495,Staff_000495,1989-02-09,2022-11-09,2024-06-12,0920908670
496,Staff_000496,1981-07-17,2023-07-17,,0974111220
497,Staff_000497,1989-11-22,2024-02-29,2025-12-20,0997062521
498,Staff_000498,1982-08-12,2024-12-30,,0955344105
499,Staff_000499,1994-01-07,2025-01-10,,0927875893
500,Staff_000500,2001-11-09,2022-05-29,,0921652948
501,Staff_000501,1995-08-29,2024-08-02,,0959924383
502,Staff_000502,1980-07-19,2024-12-16,,0980071774
503,Staff_000503,1988-02-12,2022-08-18,,0926797828
504,Staff_000504,1984-05-10,2022-02-21,,0951841934
505,Staff_000505,2003-11-06,2024-01-17,2025-05-26,0936794867
506,Staff_000506,1989-03-08,2022-06-02,,0976660990
507,Staff_000507,1999-11-12,2025-06-17,,0938957434
508,Staff_000508,1997-08-22,2025-10-28,,0928267769
509,Staff_000509,1986-03-22,2025-11-06,,0937908813
510,Staff_000510,1986-08-10,2025-03-06,,0952406571
511,Staff_000511,1992-12-31,2025-09-29,,0926507082
512,Staff_000512,1988-11-01,2025-09-28,,0960070838
513,Staff_000513,2001-08-28,2024-06-26,,0997478178
514,Staff_000514,1997-03-04,2025-03-01,,0946632498
515,Staff_000515,1986-02-02,2024-04-07,,0997194416
516,Staff_000516,1999-10-08,2024-03-10,,0958784781
517,Staff_000517,2000-04-10,2025-04-07,,0930642944
518,Staff_000518,1999-11-17,2025-09-02,,0953138963
519,Staff_000519,1983-12-13,2023-07-13,,0944565625
520,Staff_000520,1990-11-30,2025-06-25,,0944845792
521,Staff_000521,1989-02-02,2023-06-03,,0979120249
522,Staff_000522,2001-01-08,2024-07-23,,0974913666
523,Staff_000523,2003-08-25,2024-09-13,2025-06-16,0998926201
524,Staff_000524,1990-09-11,2023-09-08,,0996627124
525,Staff_000525,2001-07-31,2022-08-29,2025-06-28,0936737082
526,Staff_000526,1985-04-15,2022-03-07,,0952005481
527,Staff_000527,1993-09-27,2022-05-25,,0953998277
528,Staff_000528,2003-06-08,2024-08-16,2025-06-24,0964178831
529,Staff_000529,1981-09-06,2023-12-12,,0915830066
530,Staff_000530,1983-05-02,2025-08-18,2025-09-24,0951867764
531,Staff_000531,1991-06-21,2022-09-24,2025-02-22,0988254651
532,Staff_000532,2001-05-07,2025-05-08,,0967050076
533,Staff_000533,1980-11-12,2024-06-24,2025-03-12,0957887582
534,Staff_000534,1992-10-28,2024-04-01,,0918555452
535,Staff_000535,1986-04-25,2023-04-12,,0915186246
536,Staff_000536,1991-06-08,2022-10-24,,0911996080
537,Staff_000537,1987-04-22,2025-06-06,,0943569510
538,Staff_000538,1984-02-28,2025-02-08,,0928770634
539,Staff_000539,1991-08-13,2022-12-28,,0921626843
540,Staff_000540,1985-03-02,2024-08-10,,0934983462
541,Staff_000541,1988-11-20,2024-07-13,2024-11-15,0944997811
542,Staff_000542,2003-10-08,2024-05-15,2025-01-21,0949480339
543,Staff_000543,2002-01-25,2023-08-13,,0958207565
544,Staff_000544,1980-06-24,2024-08-15,,0984880176
545,Staff_000545,1980-08-05,2023-01-04,,0996504524
546,Staff_000546,1995-06-25,2025-06-26,,0983068745
547,Staff_000547,2003-04-29,2025-06-08,,0924133781
548,Staff_000548,1980-05-16,2025-10-30,,0955242993
549,Staff_000549,1985-12-07,2022-08-04,,0951839757
550,Staff_000550,1990-12-24,2025-03-26,,0978338351
551,Staff_000551,2001-01-21,2022-08-15,,0971290255
552,Staff_000552,2000-05-10,2022-01-15,,0924573774
553,Staff_000553,1984-06-21,2023-06-26,,0939865682
554,Staff_000554,1983-04-25,2022-11-07,,0914428511
555,Staff_000555,1995-02-28,2024-05-21,,0966764210
556,Staff_000556,1985-03-11,2023-01-31,,0918069365
557,Staff_000557,1982-05-24,2024-02-07,2025-07-05,0942060482
558,Staff_000558,2001-05-26,2025-06-03,,0931922428
559,Staff_000559,1991-11-01,2025-07-12,,0915448043
560,Staff_000560,1998-05-09,2025-08-08,,0957776186
561,Staff_000561,1990-06-12,2025-01-28,,0983474314
562,Staff_000562,1993-03-14,2025-07-20,2025-12-27,0969374249
563,Staff_000563,1997-08-21,2024-09-30,,0979546083
564,Staff_000564,1994-04-24,2022-10-15,,0935984194
565,Staff_000565,1995-11-26,2025-05-21,2025-11-17,0971828385
566,Staff_000566,2000-09-14,2023-06-26,,0986723087
567,Staff_000567,1989-08-01,2025-04-10,,0988967192
568,Staff_000568,1988-08-02,2024-04-24,,0926212159
569,Staff_000569,1980-03-01,2024-02-27,2024-11-04,0987215903
570,Staff_000570,2003-12-08,2023-11-15,,0951519198
571,Staff_000571,2002-10-21,2022-10-31,,0979243721
572,Staff_000572,1988-02-23,2025-08-08,,0953625105
573,Staff_000573,1985-07-31,2022-11-19,,0912662262
574,Staff_000574,1982-01-23,2022-02-11,,0964551910
575,Staff_000575,1995-07-22,2025-06-26,,0939969834
576,Staff_000576,1982-12-05,2024-05-30,,0969250838
577,Staff_000577,1987-07-04,2022-12-31,,0938732688
578,Staff_000578,2001-06-14,2024-03-26,,0933319952
579,Staff_000579,1987-04-20,2024-09-20,,0917173248
580,Staff_000580,2001-03-03,2023-08-04,,0991072802
581,Staff_000581,1980-03-23,2024-11-01,,0956090235
582,Staff_000582,1999-02-07,2023-11-26,,0986353031
583,Staff_000583,1993-06-14,2023-02-27,,0953149448
584,Staff_000584,1986-01-18,2022-04-25,,0963942432
585,Staff_000585,2003-12-13,2022-12-01,2025-10-30,0924607001
586,Staff_000586,1998-03-08,2024-01-13,,0942466099
587,Staff_000587,1992-04-24,2022-09-09,,0987410477
588,Staff_000588,1993-10-08,2022-02-15,,0926078946
589,Staff_000589,2000-06-26,2023-03-16,,0995920670
590,Staff_000590,1998-03-16,2025-03-11,,0977870178
591,Staff_000591,1983-09-01,2024-10-05,,0951331726
592,Staff_000592,1997-12-08,2024-08-09,,0959086127
593,Staff_000593,1981-09-11,2023-09-23,,0947982849
594,Staff_000594,1990-06-28,2022-05-13,2025-12-06,0956932694
595,Staff_000595,1991-01-02,2024-03-13,2024-07-04,0979820522
596,Staff_000596,2003-08-25,2024-08-16,,0992293516
597,Staff_000597,1981-01-10,2023-02-27,,0992588820
598,Staff_000598,1981-07-20,2025-04-01,,0948386653
599,Staff_000599,2002-09-30,2022-11-12,2024-09-15,0919118590
600,Staff_000600,1999-10-29,2022-01-08,,0917553091
601,Staff_000601,1980-07-17,2022-08-15,,0928502639
602,Staff_000602,2003-03-09,2023-02-14,,0928651400
603,Staff_000603,1989-05-05,2023-12-26,,0916184938
604,Staff_000604,1999-02-19,2022-02-27,,0949274054
605,Staff_000605,1992-08-28,2025-10-13,2025-12-19,0946442859
606,Staff_000606,2003-05-07,2025-05-06,2025-08-01,0990863196
607,Staff_000607,1984-04-27,2023-05-08,,0915117521
608,Staff_000608,1992-05-27,2024-12-06,,0974380086
609,Staff_000609,1987-08-27,2022-07-31,,0980974478
610,Staff_000610,1994-08-08,2025-10-13,,0996958354
611,Staff_000611,1985-07-01,2023-11-02,,0990615754
612,Staff_000612,1983-10-22,2024-05-29,,0912428401
613,Staff_000613,1988-08-13,2024-07-31,,0934520519
614,Staff_000614,1986-05-21,2023-05-25,,0944552406
615,Staff_000615,1981-05-27,2024-05-16,,0989897609
616,Staff_000616,1996-07-15,2025-08-22,,0947138590
617,Staff_000617,1999-06-18,2025-01-05,,0919222448
618,Staff_000618,1981-03-25,2024-03-13,,0958954821
619,Staff_000619,2002-12-21,2024-04-01,,0958168883
620,Staff_000620,1988-08-03,2023-10-21,,0978028553
621,Staff_000621,1982-03-14,2023-08-06,,0951261236
622,Staff_000622,1984-07-06,2024-12-12,,0912840009
623,Staff_000623,1995-11-26,2024-10-16,,0939431415
624,Staff_000624,1986-09-18,2025-08-20,2025-10-21,0983495237
625,Staff_000625,1981-11-14,2022-10-03,,0977168345
626,Staff_000626,1992-10-23,2025-09-30,,0973745059
627,Staff_000627,1980-05-03,2024-01-26,,0983464403
628,Staff_000628,1980-08-11,2023-10-28,,0949730648
629,Staff_000629,1997-09-21,2024-01-14,,0986748411
630,Staff_000630,1999-04-27,2025-08-28,2025-11-15,0970933538
631,Staff_000631,1983-02-27,2022-07-20,,0914384444
632,Staff_000632,1986-12-24,2022-10-08,,0960323177
633,Staff_000633,1989-05-11,2024-10-13,,0916769265
634,Staff_000634,1986-11-08,2023-04-21,,0985580060
635,Staff_000635,2000-08-15,2022-10-31,,0928473053
636,Staff_000636,1997-12-10,2023-04-08,2025-03-03,0935513780
637,Staff_000637,1987-02-21,2023-11-08,2024-04-12,0942216731
638,Staff_000638,1987-02-14,2024-01-05,,0970232771
639,Staff_000639,2003-05-11,2023-07-29,,0978276716
640,Staff_000640,1992-11-21,2024-05-23,,0933163118
641,Staff_000641,1995-09-25,2025-03-30,,0911786484
642,Staff_000642,1990-06-28,2022-03-22,2022-09-22,0971310250
643,Staff_000643,1991-05-31,2022-09-13,,0930833466
644,Staff_000644,2001-01-08,2024-01-10,,0960912687
645,Staff_000645,1986-04-02,2022-03-05,2023-06-05,0994757046
646,Staff_000646,1992-09-27,2024-12-29,2025-07-09,0957048936
647,Staff_000647,1987-11-15,2022-09-09,2023-07-10,0954911004
648,Staff_000648,1990-12-05,2025-11-14,,0917865311
649,Staff_000649,1986-04-13,2025-02-12,,0969059714
650,Staff_000650,1984-02-15,2024-03-02,,0915511199
651,Staff_000651,1982-01-06,2022-05-28,,0958839722
652,Staff_000652,1998-12-05,2023-02-19,,0959848622
653,Staff_000653,1985-06-14,2024-01-12,,0952608745
654,Staff_000654,1999-11-20,2022-01-14,,0988355327
655,Staff_000655,1992-04-20,2022-09-14,,0924837738
656,Staff_000656,2001-04-13,2022-07-09,,0912514442
657,Staff_000657,2001-03-24,2025-01-15,2025-08-30,0910643374
658,Staff_000658,1997-08-29,2022-07-02,2023-09-26,0998662380
659,Staff_000659,1985-04-24,2022-05-25,,0941752727
660,Staff_000660,1997-05-03,2023-12-09,,0996615791
661,Staff_000661,1988-04-05,2022-10-05,2023-06-21,0972275898
662,Staff_000662,1994-08-16,2025-04-21,,0924724785
663,Staff_000663,2002-04-11,2023-10-17,,0916277078
664,Staff_000664,1981-06-14,2024-11-07,2025-06-10,0918341086
665,Staff_000665,1999-11-19,2025-07-21,2025-10-02,0945388718
666,Staff_000666,1997-06-09,2025-06-17,,0915656410
667,Staff_000667,1999-09-30,2023-12-08,,0956843272
668,Staff_000668,1982-12-07,2023-05-09,2023-10-03,0961240136
669,Staff_000669,1981-07-12,2024-01-20,,0973638950
670,Staff_000670,2000-09-04,2024-06-03,,0926715611
671,Staff_000671,1999-03-25,2022-04-10,,0967785121
672,Staff_000672,1992-10-28,2022-10-12,,0986787571
673,Staff_000673,1989-10-22,2022-01-17,,0948961941
674,Staff_000674,1989-12-02,2022-05-30,,0932530638
675,Staff_000675,2000-02-22,2022-08-22,,0970710572
676,Staff_000676,1987-12-27,2024-04-29,,0974257773
677,Staff_000677,1998-09-20,2022-04-05,,0957282638
678,Staff_000678,1981-01-04,2022-04-01,2022-05-25,0966097967
679,Staff_000679,2003-09-21,2022-09-20,2024-05-08,0983406257
680,Staff_000680,1999-06-28,2024-08-19,,0968714082
681,Staff_000681,1981-05-16,2023-03-25,,0974785003
682,Staff_000682,1986-09-15,2022-09-13,,0930087633
683,Staff_000683,1992-04-28,2023-10-22,2025-04-06,0936295217
684,Staff_000684,1981-10-04,2023-12-12,,0964410157
685,Staff_000685,1985-02-07,2023-06-08,,0965975496
686,Staff_000686,1988-12-13,2023-11-24,,0988371624
687,Staff_000687,1987-10-23,2024-12-04,,0932690289
688,Staff_000688,1987-04-11,2022-10-23,,0968900956
689,Staff_000689,2000-06-23,2023-08-12,,0958571919
690,Staff_000690,1997-07-17,2025-07-15,,0933703147
691,Staff_000691,2002-12-21,2025-11-20,,0978515453
692,Staff_000692,1990-04-10,2024-03-25,,0932009195
693,Staff_000693,1980-12-29,2024-10-15,,0939947717
694,Staff_000694,1983-08-12,2023-04-13,,0971692937
695,Staff_000695,1991-09-03,2022-10-01,,0995660962
696,Staff_000696,2001-01-25,2024-04-28,,0959031307
697,Staff_000697,2003-09-29,2024-09-24,,0914652356
698,Staff_000698,1986-05-14,2022-11-20,,0954191299
699,Staff_000699,1989-02-19,2025-01-29,,0949816305
700,Staff_000700,1985-06-22,2025-05-17,,0915092577
701,Staff_000701,2002-08-06,2024-02-23,2024-05-08,0939538280
702,Staff_000702,2001-11-28,2022-10-10,,0942833703
703,Staff_000703,2002-12-05,2023-10-18,2024-06-21,0953085189
704,Staff_000704,2000-07-28,2022-01-30,2022-05-06,0910678388
705,Staff_000705,1991-03-10,2025-12-06,,0955025173
706,Staff_000706,1984-02-09,2022-02-11,,0917245553
707,Staff_000707,1997-01-06,2025-04-30,,0938976686
708,Staff_000708,1994-10-08,2023-06-03,,0919622375
709,Staff_000709,2000-08-30,2024-08-26,,0913792572
710,Staff_000710,1995-09-03,2024-10-28,2024-12-11,0953203770
711,Staff_000711,1986-05-04,2024-10-26,,0927297559
712,Staff_000712,1989-01-31,2025-09-05,,0923613014
713,Staff_000713,1998-05-21,2023-05-07,,0961054039
714,Staff_000714,2002-08-14,2023-11-24,,0955751411
715,Staff_000715,1989-03-08,2023-10-24,,0965175003
716,Staff_000716,1989-04-29,2023-01-22,2024-08-31,0946963441
717,Staff_000717,1994-09-02,2023-07-07,,0963595041
718,Staff_000718,1989-11-27,2025-09-14,2025-12-04,0992336658
719,Staff_000719,2001-12-09,2025-03-24,,0946220795
720,Staff_000720,1990-09-11,2024-04-02,2024-09-04,0929320496
721,Staff_000721,2000-05-01,2025-01-14,,0986603286
722,Staff_000722,1998-08-17,2024-09-06,2024-12-04,0984079937
723,Staff_000723,1992-06-14,2023-11-14,2024-01-07,0938485199
724,Staff_000724,1984-07-27,2023-01-27,,0952063759
725,Staff_000725,1987-01-29,2022-01-04,,0956168629
726,Staff_000726,1996-11-30,2025-10-06,2025-11-27,0941262835
727,Staff_000727,1998-06-16,2025-05-31,2025-12-28,0978876989
728,Staff_000728,1998-04-25,2024-10-04,,0934365038
729,Staff_000729,1985-05-02,2023-02-24,,0999845249
730,Staff_000730,1986-04-29,2024-11-11,,0949021046
731,Staff_000731,2000-04-12,2025-01-11,,0984088491
732,Staff_000732,1990-12-10,2024-01-22,2025-12-26,0953381170
733,Staff_000733,1986-05-22,2022-01-07,,0941765174
734,Staff_000734,1993-08-06,2024-08-08,,0963375657
735,Staff_000735,1983-12-29,2024-01-18,2025-05-12,0992407060
736,Staff_000736,1985-04-09,2025-11-23,,0974730967
737,Staff_000737,1987-01-30,2025-03-20,,0956775995
738,Staff_000738,1984-06-20,2025-05-16,,0956408893
739,Staff_000739,2001-06-13,2022-07-15,,0991997300
740,Staff_000740,1996-01-09,2023-07-02,,0930924576
741,Staff_000741,1980-01-28,2025-03-31,,0957358433
742,Staff_000742,1996-09-03,2024-10-03,,0942106969
743,Staff_000743,1981-10-21,2025-04-29,,0923510163
744,Staff_000744,1996-10-28,2024-04-06,,0950615014
745,Staff_000745,1980-11-22,2025-12-05,,0978782337
746,Staff_000746,1997-01-12,2024-10-28,,0998818084
747,Staff_000747,1988-06-19,2025-09-25,,0976244640
748,Staff_000748,1990-05-30,2022-07-29,,0989107220
749,Staff_000749,2001-09-25,2024-04-13,,0939901516
750,Staff_000750,1996-12-28,2023-10-03,,0959969392
751,Staff_000751,2001-01-29,2024-09-28,,0945310593
752,Staff_000752,2001-03-24,2025-03-21,,0957676642
753,Staff_000753,1985-07-02,2024-03-21,,0945124298
754,Staff_000754,1985-07-09,2022-06-21,,0949683510
755,Staff_000755,1986-02-11,2025-11-01,,0994574276
756,Staff_000756,1999-12-06,2023-04-11,,0963246788
757,Staff_000757,2002-03-11,2023-08-13,2025-09-24,0987352747
758,Staff_000758,1983-07-16,2025-04-28,,0953295842
759,Staff_000759,1985-04-13,2025-09-30,,0992348364
760,Staff_000760,2001-03-22,2022-02-26,,0936701051
761,Staff_000761,1983-09-27,2024-06-16,,0953795748
762,Staff_000762,1991-12-22,2022-03-11,,0931731820
763,Staff_000763,1996-04-29,2022-10-05,2023-08-08,0928604987
764,Staff_000764,1988-11-18,2024-12-29,,0981559345
765,Staff_000765,2003-09-07,2025-01-12,,0943217329
766,Staff_000766,1985-02-06,2022-11-26,,0977676369
767,Staff_000767,2001-02-21,2024-01-31,,0920222913
768,Staff_000768,1984-10-11,2024-03-31,,0924030462
769,Staff_000769,1999-02-27,2023-02-12,,0949415184
770,Staff_000770,1993-02-21,2022-12-16,,0923691415
771,Staff_000771,1993-10-24,2023-12-25,2025-02-15,0999239484
772,Staff_000772,1998-05-25,2022-06-29,,0990367175
773,Staff_000773,1998-08-18,2023-03-31,,0946331484
774,Staff_000774,1985-03-10,2022-02-27,,0988323306
775,Staff_000775,1986-04-17,2025-11-24,,0943510472
776,Staff_000776,1989-02-16,2023-11-01,2024-12-01,0943820422
777,Staff_000777,1994-08-05,2023-05-26,,0945286415
778,Staff_000778,1988-08-31,2025-10-26,,0999346258
779,Staff_000779,1987-09-21,2024-05-31,,0935491433
780,Staff_000780,2001-07-22,2025-02-20,,0957005821
781,Staff_000781,1995-10-27,2024-09-30,,0936448532
782,Staff_000782,1992-01-12,2022-11-15,,0925698249
783,Staff_000783,1998-07-13,2022-09-17,2024-11-13,0976770068
784,Staff_000784,1983-03-16,2022-11-19,,0935050569
785,Staff_000785,1981-03-05,2024-03-11,,0915999594
786,Staff_000786,2002-08-24,2024-06-20,,0977990768
787,Staff_000787,1996-08-16,2023-08-06,,0993214208
788,Staff_000788,1985-01-15,2025-01-07,,0951747093
789,Staff_000789,1994-06-01,2022-04-14,,0982134513
790,Staff_000790,2002-04-01,2025-09-24,,0959035715
791,Staff_000791,1984-03-25,2025-07-10,,0950959543
792,Staff_000792,2001-12-13,2024-01-25,,0946016333
793,Staff_000793,1988-09-05,2023-09-13,,0979322832
794,Staff_000794,2002-12-08,2023-06-20,2025-10-29,0925060900
795,Staff_000795,1990-02-19,2022-10-17,,0973717327
796,Staff_000796,2000-03-12,2024-12-20,,0979080135
797,Staff_000797,2000-08-23,2024-01-01,,0963524202
798,Staff_000798,1982-09-03,2024-04-28,2025-03-14,0940564464
799,Staff_000799,1992-02-17,2023-03-27,,0981960063
800,Staff_000800,2002-11-19,2022-12-18,,0985352904
801,Staff_000801,1992-06-26,2022-10-25,,0973755013
802,Staff_000802,2003-07-03,2022-08-31,,0951398590
803,Staff_000803,1983-03-15,2024-07-06,2024-10-04,0975946804
804,Staff_000804,1987-08-09,2022-02-24,2022-08-12,0998935599
805,Staff_000805,1992-12-25,2022-11-04,,0999263184
806,Staff_000806,2002-10-01,2025-10-25,,0960449256
807,Staff_000807,1990-03-14,2023-07-25,,0987212555
808,Staff_000808,1986-01-06,2025-12-08,,0951197500
809,Staff_000809,2001-10-17,2024-01-03,,0935671712
810,Staff_000810,2002-02-22,2024-03-14,,0939215786
811,Staff_000811,2002-08-13,2025-03-22,,0980356109
812,Staff_000812,1991-01-19,2022-01-17,,0990646340
813,Staff_000813,1982-08-17,2024-05-01,,0937308501
814,Staff_000814,1980-11-30,2022-03-10,,0973729907
815,Staff_000815,1985-06-26,2024-12-08,,0913213450
816,Staff_000816,1995-08-05,2022-09-16,,0960809544
817,Staff_000817,1994-08-29,2025-07-03,2025-12-27,0956086574
818,Staff_000818,1984-03-19,2024-03-20,,0981095638
819,Staff_000819,1997-04-30,2023-09-19,,0995513630
820,Staff_000820,1996-05-27,2022-06-30,2023-11-09,0980899720
821,Staff_000821,1982-05-16,2024-01-04,2024-09-17,0929390800
822,Staff_000822,2002-09-26,2024-06-23,,0988603206
823,Staff_000823,2002-02-27,2022-10-17,,0959462967
824,Staff_000824,1982-08-30,2023-12-05,,0930972036
825,Staff_000825,1985-07-05,2022-07-17,,0937242651
826,Staff_000826,1993-10-30,2022-10-19,,0925823304
827,Staff_000827,1986-10-14,2024-12-07,,0936811880
828,Staff_000828,1990-11-10,2023-05-26,,0977038394
829,Staff_000829,1999-12-25,2024-10-26,,0955550523
830,Staff_000830,1991-01-19,2024-08-29,,0984028939
831,Staff_000831,1985-01-31,2024-09-28,,0946699861
832,Staff_000832,1997-09-04,2025-11-08,,0967191138
833,Staff_000833,2000-04-28,2022-04-12,,0937328906
834,Staff_000834,1985-05-23,2025-10-02,2025-11-17,0994049989
835,Staff_000835,1987-01-23,2025-04-01,,0934894468
836,Staff_000836,2003-04-13,2024-03-24,,0959555738
837,Staff_000837,1996-05-09,2023-11-16,,0946845309
838,Staff_000838,1987-02-19,2023-07-27,,0950618036
839,Staff_000839,1981-05-15,2023-06-18,,0989794533
840,Staff_000840,1985-05-31,2024-12-03,,0923173344
841,Staff_000841,1996-07-24,2025-07-02,,0948918750
842,Staff_000842,1985-10-20,2025-03-01,,0961909452
843,Staff_000843,2003-04-03,2022-04-02,2025-10-25,0949522050
844,Staff_000844,1987-09-18,2023-01-11,2025-05-15,0911405513
845,Staff_000845,1988-04-04,2022-04-17,,0943875301
846,Staff_000846,1993-11-23,2023-04-13,,0992582845
847,Staff_000847,1988-01-14,2023-04-03,,0961730294
848,Staff_000848,1984-02-20,2024-03-27,2025-08-29,0922386339
849,Staff_000849,2001-07-10,2023-10-10,,0936746515
850,Staff_000850,2003-07-17,2023-08-06,,0987950775
851,Staff_000851,1993-08-24,2022-03-02,,0979768408
852,Staff_000852,1983-08-15,2022-04-10,,0961747325
853,Staff_000853,1996-04-08,2024-03-18,,0988662199
854,Staff_000854,2000-06-17,2022-08-21,,0948996048
855,Staff_000855,2001-07-04,2022-04-04,,0982643823
856,Staff_000856,1987-12-18,2025-08-10,,0919191208
857,Staff_000857,1986-04-30,2022-04-13,,0935833226
858,Staff_000858,1981-03-05,2023-09-30,2025-05-03,0981151138
859,Staff_000859,1987-09-14,2025-05-30,2025-12-20,0951469108
860,Staff_000860,1983-09-30,2023-04-28,,0930282276
861,Staff_000861,1993-02-26,2022-11-04,,0935487194
862,Staff_000862,1993-06-29,2022-07-05,,0960046933
863,Staff_000863,1990-04-10,2022-01-19,,0950459081
864,Staff_000864,1997-06-23,2025-06-28,,0961372043
865,Staff_000865,1987-12-30,2023-04-09,2023-05-26,0923666005
866,Staff_000866,1982-09-25,2023-01-20,,0977798999
867,Staff_000867,1998-11-27,2024-05-22,2025-02-18,0928194918
868,Staff_000868,1989-12-18,2023-12-25,,0962646079
869,Staff_000869,1986-11-25,2024-08-15,,0943403891
870,Staff_000870,1997-04-20,2023-07-16,,0920707635
871,Staff_000871,1980-09-21,2023-11-08,,0932583000
872,Staff_000872,2002-02-21,2024-05-12,,0961856782
873,Staff_000873,1998-07-28,2022-12-24,2024-06-29,0932621981
874,Staff_000874,1986-04-12,2023-06-03,,0967256459
875,Staff_000875,1987-05-30,2022-07-02,,0922601370
876,Staff_000876,2001-12-05,2024-09-24,,0929963272
877,Staff_000877,1981-05-05,2023-10-16,,0961606423
878,Staff_000878,1995-05-17,2025-06-01,,0947101798
879,Staff_000879,1997-06-12,2023-01-12,,0919133669
880,Staff_000880,1989-04-23,2022-08-10,,0989119708
881,Staff_000881,1982-12-24,2024-02-17,,0972509532
882,Staff_000882,1980-05-03,2025-03-16,,0959800861
883,Staff_000883,1985-07-18,2024-02-20,,0999480120
884,Staff_000884,1997-08-27,2025-10-12,2025-12-22,0955083886
885,Staff_000885,1981-12-20,2025-03-22,,0973674016
886,Staff_000886,1995-08-24,2025-03-22,,0923293970
887,Staff_000887,1980-04-03,2024-02-16,,0915100682
888,Staff_000888,1999-05-02,2022-06-15,2023-05-30,0971154066
889,Staff_000889,1986-12-22,2024-07-19,,0931701305
890,Staff_000890,1998-11-19,2024-09-19,,0942989974
891,Staff_000891,1993-09-11,2023-02-22,,0910031612
892,Staff_000892,1996-07-18,2025-11-02,,0958330511
893,Staff_000893,1998-06-26,2022-08-20,,0929233591
894,Staff_000894,1989-06-01,2025-12-21,,0959301979
895,Staff_000895,2000-04-26,2025-05-19,,0926446706
896,Staff_000896,1989-02-13,2022-09-02,,0952039567
897,Staff_000897,1983-06-20,2025-08-24,,0942275252
898,Staff_000898,1994-03-21,2025-05-13,,0993842102
899,Staff_000899,1999-09-15,2022-08-29,2023-04-25,0948064325
900,Staff_000900,1986-09-17,2022-01-21,,0932453293
901,Staff_000901,1997-05-27,2022-06-22,,0955926868
902,Staff_000902,1991-06-14,2025-05-11,2025-08-14,0942853364
903,Staff_000903,1992-07-20,2022-05-07,2025-09-09,0929001535
904,Staff_000904,1996-11-23,2024-07-05,,0951366054
905,Staff_000905,1999-09-14,2024-06-28,,0971129668
906,Staff_000906,1994-09-26,2025-10-04,,0944462827
907,Staff_000907,2000-10-12,2022-12-24,,0943198312
908,Staff_000908,1994-12-15,2025-04-01,,0975707323
909,Staff_000909,1995-08-08,2025-01-14,,0910117628
910,Staff_000910,1986-04-15,2025-09-14,,0946086787
911,Staff_000911,1992-08-08,2023-03-20,,0941391892
912,Staff_000912,1989-05-27,2023-10-10,,0972949938
913,Staff_000913,1991-10-07,2025-07-20,,0930276366
914,Staff_000914,1988-05-19,2025-10-28,,0955127641
915,Staff_000915,1984-07-05,2022-01-16,,0968370593
916,Staff_000916,1998-12-20,2023-11-28,2025-05-25,0943552344
917,Staff_000917,2001-02-04,2022-10-02,,0979511799
918,Staff_000918,2003-07-09,2023-11-08,2025-10-23,0913770851
919,Staff_000919,1982-04-27,2025-07-25,,0979820294
920,Staff_000920,1984-04-06,2023-10-02,,0930302186
921,Staff_000921,2001-04-21,2022-08-19,,0964596010
922,Staff_000922,1994-10-25,2025-03-03,,0911483450
923,Staff_000923,1983-11-06,2023-11-01,,0977427569
924,Staff_000924,2001-04-11,2025-03-09,,0992918668
925,Staff_000925,1996-10-20,2023-03-31,,0960655747
926,Staff_000926,1988-04-05,2025-01-20,,0933719936
927,Staff_000927,1982-10-18,2022-06-01,,0922093659
928,Staff_000928,1987-08-31,2022-05-17,,0978065845
