customer_id,first_name,last_name,date_of_birth,occupation,income,phone
970,First_970,Last_970,1981-12-30,Artist,2226.34,0922359308
971,First_971,Last_971,1997-11-08,Office Worker,2526.34,0951414108
972,First_972,Last_972,2001-12-10,Student,342.6,0918877347
974,First_974,Last_974,1993-07-20,Driver,1134.08,0913437707
975,First_975,Last_975,2000-06-27,Office Worker,2309.36,0917808721
976,First_976,Last_976,2002-03-13,Artist,2054.45,0961973018
977,First_977,Last_977,1993-04-06,Family Business Owner,2533.83,0929038300
978,First_978,Last_978,1994-07-27,Retired/Unemployed,243.66,0993816419
979,First_979,Last_979,1987-03-24,Healthcare Worker,2270.41,0928540841
981,First_981,Last_981,2003-02-08,Office Worker,944.64,0973232390
982,First_982,Last_982,1992-03-22,Healthcare Worker,2942.61,0917676820
983,First_983,Last_983,2002-04-02,Office Worker,766.12,0993848342
984,First_984,Last_984,1985-06-01,Manual Worker,383.28,0940362364
985,First_985,Last_985,1998-01-03,Manual Worker,2710.82,0929759382
986,First_986,Last_986,1988-12-13,Freelancer,2471.02,0981876363
988,First_988,Last_988,2001-12-18,Student,2388.63,0937308587
989,First_989,Last_989,1983-10-12,Student,631.4,0927620840
990,First_990,Last_990,1985-08-20,Manual Worker,315.95,0935980035
991,First_991,Last_991,1992-11-19,Artist,2087.73,0982079994
992,First_992,Last_992,1996-03-08,Family Business Owner,681.58,0932291551
993,First_993,Last_993,2003-11-23,Manual Worker,1956.55,0995686827
994,First_994,Last_994,1988-08-30,Manual Worker,1197.46,0916394515
995,First_995,Last_995,1984-09-11,Artist,604.62,0922557098
996,First_996,Last_996,1980-10-08,Office Worker,1668.34,0991395662
997,First_997,Last_997,1999-03-28,Family Business Owner,2852.78,0981667579
998,First_998,Last_998,1993-11-01,Healthcare Worker,2850.57,0961347049
999,First_999,Last_999,1998-02-05,Healthcare Worker,1753.03,0974383615
1000,First_1000,Last_1000,1997-08-06,Freelancer,259.28,0914150927
1001,First_1001,Last_1001,1991-10-12,Retired/Unemployed,2649.41,0929664642
1002,First_1002,Last_1002,1998-03-05,Manual Worker,288.14,0945605257
1003,First_1003,Last_1003,2000-04-29,Teacher,1614.81,0962328011
1004,First_1004,Last_1004,1990-09-20,Healthcare Worker,957.59,0951605892
1005,First_1005,Last_1005,2002-02-18,Family Business Owner,1480.98,0997748203
1006,First_1006,Last_1006,2001-10-23,Manual Worker,2015.39,0990710787
1008,First_1008,Last_1008,1987-05-16,Healthcare Worker,1197.42,0968659616
1010,First_1010,Last_1010,1984-12-24,Family Business Owner,2305.95,0922318058
1011,First_1011,Last_1011,1986-12-15,Office Worker,2859.19,0999545269
1012,First_1012,Last_1012,1994-02-08,Teacher,1160.43,0978757386
1014,First_1014,Last_1014,1989-11-20,Office Worker,2139.47,0986059319
1015,First_1015,Last_1015,1982-09-14,Manual Worker,868.5,0966584322
1016,First_1016,Last_1016,1998-06-15,Healthcare Worker,1235.79,0962554641
1017,First_1017,Last_1017,1997-04-21,Healthcare Worker,2138.88,0960380182
1018,First_1018,Last_1018,1997-10-31,Healthcare Worker,1052.05,0972014378
1019,First_1019,Last_1019,1988-08-14,Artist,553.85,0917323276
1020,First_1020,Last_1020,1982-07-01,Healthcare Worker,1457.48,0948188216
1021,First_1021,Last_1021,1985-09-23,Artist,2938.88,0987191680
1022,First_1022,Last_1022,1993-03-02,Teacher,1623.67,0997568961
1023,First_1023,Last_1023,1982-12-23,Artist,1533.07,0915198932
1024,First_1024,Last_1024,1998-01-22,Healthcare Worker,2374.57,0989028343
1026,First_1026,Last_1026,1988-12-16,Teacher,283.64,0977229316
1027,First_1027,Last_1027,1983-03-16,Teacher,1953.87,0917346485
1028,First_1028,Last_1028,1983-05-08,Office Worker,2230.21,0922779933
1029,First_1029,Last_1029,1987-12-18,Family Business Owner,2388.96,0991860154
1030,First_1030,Last_1030,1987-01-14,Family Business Owner,2535.33,0929849386
1031,First_1031,Last_1031,1993-12-07,Retired/Unemployed,2403.69,0963594062
1033,First_1033,Last_1033,1982-06-12,Student,1722.22,0954624148
1034,First_1034,Last_1034,2003-03-09,Freelancer,2854.86,0966388789
1035,First_1035,Last_1035,1982-10-22,Artist,2384.53,0948853898
1036,First_1036,Last_1036,1989-11-29,Family Business Owner,1124.45,0967541113
1037,First_1037,Last_1037,1989-09-26,Student,1821.53,0933011792
1038,First_1038,Last_1038,1984-02-16,Student,1309.27,0927425303
1039,First_1039,Last_1039,1999-10-14,Student,2703.67,0935534908
1040,First_1040,Last_1040,1997-01-24,Teacher,2188.87,0938403167
1041,First_1041,Last_1041,1987-04-28,Teacher,1403.0,0963607507
1043,First_1043,Last_1043,1987-08-06,Retired/Unemployed,553.02,0919863400
1044,First_1044,Last_1044,1998-03-26,Driver,2768.62,0985137332
1045,First_1045,Last_1045,2003-02-03,Family Business Owner,881.15,0924847321
1046,First_1046,Last_1046,1988-08-29,Manual Worker,388.19,0999806786
1047,First_1047,Last_1047,1998-08-09,Healthcare Worker,582.71,0963331655
1048,First_1048,Last_1048,1981-09-02,Healthcare Worker,964.69,0996476496
1049,First_1049,Last_1049,1987-01-18,Freelancer,823.77,0965656907
1051,First_1051,Last_1051,1995-09-24,Retired/Unemployed,2682.06,0993066528
1052,First_1052,Last_1052,1994-02-13,Freelancer,726.56,0918411683
1053,First_1053,Last_1053,1994-11-13,Artist,2327.87,0999558148
1054,First_1054,Last_1054,1992-07-23,Student,2669.38,0945645090
1055,First_1055,Last_1055,1997-03-08,Freelancer,1770.25,0984147479
1057,First_1057,Last_1057,1988-12-20,Family Business Owner,2797.12,0931995943
1058,First_1058,Last_1058,2000-12-30,Artist,1787.7,0988692786
1059,First_1059,Last_1059,2003-10-08,Manual Worker,2657.5,0967892736
1060,First_1060,Last_1060,1998-07-14,Teacher,2715.29,0918496353
1062,First_1062,Last_1062,1989-09-26,Artist,2578.61,0987980082
1063,First_1063,Last_1063,1980-12-24,Retired/Unemployed,629.46,0957159995
1064,First_1064,Last_1064,1980-10-27,Retired/Unemployed,2411.99,0917169959
1065,First_1065,Last_1065,1990-05-18,Driver,1325.5,0944903963
1066,First_1066,Last_1066,2003-04-01,Healthcare Worker,1994.43,0995641347
1067,First_1067,Last_1067,1997-07-03,Driver,2565.77,0994646481
1068,First_1068,Last_1068,1996-03-12,Family Business Owner,1274.97,0983766062
1070,First_1070,Last_1070,1993-09-17,Driver,2234.28,0973504819
1071,First_1071,Last_1071,1987-09-21,Retired/Unemployed,2408.56,0971668020
1072,First_1072,Last_1072,1983-05-12,Artist,250.01,0912286699
1073,First_1073,Last_1073,1988-12-12,Family Business Owner,1314.36,0926749343
1075,First_1075,Last_1075,1991-03-18,Teacher,2300.03,0952352738
1076,First_1076,Last_1076,2000-12-21,Freelancer,1245.75,0979232905
1078,First_1078,Last_1078,1993-04-01,Freelancer,1853.4,0955795895
1079,First_1079,Last_1079,1996-12-02,Teacher,2831.6,0979008283
1080,First_1080,Last_1080,1983-12-13,Retired/Unemployed,2831.81,0980683471
1081,First_1081,Last_1081,1986-03-17,Driver,422.2,0963265416
1083,First_1083,Last_1083,1980-06-29,Family Business Owner,1312.86,0955985748
1084,First_1084,Last_1084,1993-08-01,Driver,647.11,0970074643
1085,First_1085,Last_1085,1987-08-03,Family Business Owner,2866.3,0917341916
1086,First_1086,Last_1086,1980-12-19,Family Business Owner,886.09,0924596321
1087,First_1087,Last_1087,1995-03-03,Teacher,2354.49,0961948289
1088,First_1088,Last_1088,2001-05-13,Teacher,1852.12,0916431371
1089,First_1089,Last_1089,1995-08-20,Healthcare Worker,732.93,0965978213
1090,First_1090,Last_1090,1995-07-15,Family Business Owner,1391.84,0911037448
1091,First_1091,Last_1091,1980-12-03,Student,2910.78,0985388327
1092,First_1092,Last_1092,1991-01-22,Retired/Unemployed,2314.19,0982235548
1093,First_1093,Last_1093,1992-11-01,Office Worker,511.04,0956673303
1094,First_1094,Last_1094,1983-03-31,Manual Worker,1095.62,0914880222
1095,First_1095,Last_1095,2002-01-06,Freelancer,1690.71,0952602098
1096,First_1096,Last_1096,1992-05-09,Manual Worker,2473.26,0966705353
1097,First_1097,Last_1097,1982-11-02,Healthcare Worker,1725.02,0929171477
1098,First_1098,Last_1098,1999-07-05,Freelancer,1195.33,0927417260
1099,First_1099,Last_1099,1980-10-08,Student,2110.44,0952925193
1100,First_1100,Last_1100,1993-02-23,Driver,400.01,0934704601
1101,First_1101,Last_1101,2003-04-09,Manual Worker,299.74,0950871343
1102,First_1102,Last_1102,2002-07-13,Student,1340.55,0982301045
1103,First_1103,Last_1103,1989-03-26,Retired/Unemployed,2615.5,0986835921
1104,First_1104,Last_1104,1981-09-08,Retired/Unemployed,1645.89,0914334908
1105,First_1105,Last_1105,1991-03-05,Family Business Owner,1011.97,0919894797
1106,First_1106,Last_1106,1997-03-26,Teacher,2836.8,0987125986
1107,First_1107,Last_1107,2003-07-11,Family Business Owner,1941.31,0997052499
1108,First_1108,Last_1108,1987-01-01,Manual Worker,850.94,0918416583
1109,First_1109,Last_1109,1986-08-29,Family Business Owner,1830.2,0967079556
1110,First_1110,Last_1110,2000-04-07,Teacher,2119.86,0958431117
1111,First_1111,Last_1111,1986-08-11,Driver,682.76,0925463876
1112,First_1112,Last_1112,1990-12-05,Freelancer,2655.61,0994001724
1113,First_1113,Last_1113,1994-06-04,Family Business Owner,2826.52,0992339655
1114,First_1114,Last_1114,1988-07-29,Artist,2835.84,0929624720
1115,First_1115,Last_1115,1987-01-28,Manual Worker,1906.13,0991019859
1116,First_1116,Last_1116,1992-08-24,Family Business Owner,326.02,0938865731
1117,First_1117,Last_1117,2002-01-11,Office Worker,1195.7,0961983041
1118,First_1118,Last_1118,1988-01-31,Retired/Unemployed,1312.21,0954683840
1119,First_1119,Last_1119,2000-09-14,Retired/Unemployed,1980.49,0976423457
1120,First_1120,Last_1120,1994-01-11,Freelancer,1529.22,0915575032
1121,First_1121,Last_1121,2003-10-22,Office Worker,690.59,0917150489
1122,First_1122,Last_1122,1980-08-09,Family Business Owner,457.17,0986881488
1123,First_1123,Last_1123,1984-01-12,Artist,1578.91,0916211016
1124,First_1124,Last_1124,1985-01-20,Healthcare Worker,314.67,0930080954
1125,First_1125,Last_1125,1995-04-03,Freelancer,691.73,0911463789
1126,First_1126,Last_1126,1993-03-01,Student,2478.77,0946521228
1127,First_1127,Last_1127,1999-06-14,Teacher,581.85,0917195960
1129,First_1129,Last_1129,2000-06-12,Family Business Owner,2057.4,0953242459
1130,First_1130,Last_1130,1984-08-05,Healthcare Worker,268.43,0911962512
1131,First_1131,Last_1131,1987-01-23,Driver,2045.63,0972520661
1134,First_1134,Last_1134,1981-10-05,Freelancer,799.59,0983524434
1135,First_1135,Last_1135,1997-10-06,Teacher,2616.56,0957322949
1136,First_1136,Last_1136,1993-07-06,Student,628.91,0929630905
1137,First_1137,Last_1137,1998-03-10,Student,1081.43,0964284256
1138,First_1138,Last_1138,1996-10-14,Healthcare Worker,1343.22,0939153437
1139,First_1139,Last_1139,1988-08-09,Office Worker,1967.86,0941986851
1140,First_1140,Last_1140,1993-05-01,Driver,787.61,0968620350
1141,First_1141,Last_1141,1990-05-25,Artist,2041.93,0946656435
1142,First_1142,Last_1142,1994-05-06,Artist,1954.6,0969401748
1143,First_1143,Last_1143,1981-08-12,Office Worker,558.79,0992807639
1144,First_1144,Last_1144,2003-06-25,Office Worker,1143.85,0952586703
1145,First_1145,Last_1145,1988-08-26,Student,425.73,0957700257
1146,First_1146,Last_1146,1993-12-31,Freelancer,621.74,0921556742
1147,First_1147,Last_1147,1980-02-13,Family Business Owner,2605.68,0993136049
1148,First_1148,Last_1148,1997-12-28,Office Worker,992.27,0951517761
1149,First_1149,Last_1149,1988-02-11,Driver,968.1,0969772238
1150,First_1150,Last_1150,1991-08-08,Healthcare Worker,2165.7,0978689592
1151,First_1151,Last_1151,1984-04-21,Driver,632.45,0936386451
1152,First_1152,Last_1152,2003-09-30,Healthcare Worker,1647.44,0965272843
1153,First_1153,Last_1153,1981-01-02,Student,916.38,0962458999
1154,First_1154,Last_1154,1999-06-10,Family Business Owner,778.46,0956888957
1155,First_1155,Last_1155,1982-11-18,Student,1931.99,0938412904
1157,First_1157,Last_1157,1996-12-05,Artist,2115.63,0956378102
1159,First_1159,Last_1159,1995-03-13,Healthcare Worker,775.55,0970920648
1160,First_1160,Last_1160,1988-01-05,Artist,2339.23,0994213643
1161,First_1161,Last_1161,1997-03-31,Healthcare Worker,1331.07,0939322181
1163,First_1163,Last_1163,1990-09-11,Manual Worker,2188.03,0981989660
1164,First_1164,Last_1164,1995-09-29,Driver,2986.28,0973305694
1165,First_1165,Last_1165,1995-01-06,Freelancer,2983.41,0988523128
1166,First_1166,Last_1166,2002-11-02,Retired/Unemployed,1061.77,0960003014
1167,First_1167,Last_1167,1988-01-30,Retired/Unemployed,485.56,0928090353
1169,First_1169,Last_1169,1988-10-19,Retired/Unemployed,638.48,0967485644
1170,First_1170,Last_1170,1982-03-22,Office Worker,2995.39,0968262868
1171,First_1171,Last_1171,1994-09-17,Freelancer,2997.32,0983291668
1172,First_1172,Last_1172,1992-06-21,Teacher,1805.26,0989512109
1173,First_1173,Last_1173,2002-09-11,Office Worker,1632.26,0919781799
1175,First_1175,Last_1175,1995-03-19,Student,1488.09,0961449464
1176,First_1176,Last_1176,1986-05-05,Driver,256.9,0981764712
1178,First_1178,Last_1178,1991-09-08,Manual Worker,704.34,0982175263
1179,First_1179,Last_1179,2000-02-29,Retired/Unemployed,526.93,0915666854
1180,First_1180,Last_1180,1986-11-04,Student,1213.0,0973101373
1182,First_1182,Last_1182,1996-03-07,Healthcare Worker,796.57,0911389440
1184,First_1184,Last_1184,1993-11-28,Manual Worker,2015.76,0951434216
1186,First_1186,Last_1186,1985-01-27,Healthcare Worker,1450.13,0916853746
1188,First_1188,Last_1188,1980-08-25,Student,1768.81,0964394884
1189,First_1189,Last_1189,1985-04-10,Teacher,2689.63,0938505000
1190,First_1190,Last_1190,1981-02-15,Manual Worker,413.61,0928709257
1191,First_1191,Last_1191,1991-11-28,Student,1241.69,0912672276
1192,First_1192,Last_1192,1986-05-19,Student,2083.95,0994603923
1193,First_1193,Last_1193,1991-01-04,Office Worker,2277.91,0916289784
1195,First_1195,Last_1195,1986-01-19,Retired/Unemployed,1247.44,0987715917
1196,First_1196,Last_1196,1986-01-29,Manual Worker,1391.14,0966909945
1197,First_1197,Last_1197,1997-08-16,Office Worker,1050.22,0975441947
1198,First_1198,Last_1198,2000-02-02,Driver,1878.0,0991350402
1199,First_1199,Last_1199,2001-12-07,Family Business Owner,2349.92,0964220778
1200,First_1200,Last_1200,1997-11-21,Driver,1074.69,0917177415
1201,First_1201,Last_1201,2001-06-17,Freelancer,612.82,0944978125
1202,First_1202,Last_1202,2003-12-05,Manual Worker,224.24,0955306052
1203,First_1203,Last_1203,1993-03-11,Driver,744.94,0920109540
1204,First_1204,Last_1204,2000-11-09,Manual Worker,2226.86,0958081766
1205,First_1205,Last_1205,1985-08-04,Manual Worker,2336.17,0935760574
1206,First_1206,Last_1206,1996-06-10,Manual Worker,2027.16,0935131530
1207,First_1207,Last_1207,1986-10-08,Office Worker,284.41,0985818946
1208,First_1208,Last_1208,2000-02-14,Driver,1187.97,0966209794
1209,First_1209,Last_1209,1992-03-29,Family Business Owner,2849.81,0959745530
1210,First_1210,Last_1210,1983-04-28,Artist,1248.94,0992337256
1211,First_1211,Last_1211,1999-11-07,Teacher,2540.9,0913637446
1212,First_1212,Last_1212,1981-08-10,Student,1053.45,0964684679
1213,First_1213,Last_1213,1986-03-31,Artist,1886.46,0914531505
1214,First_1214,Last_1214,1996-12-07,Manual Worker,1653.15,0954479599
1215,First_1215,Last_1215,2001-01-07,Teacher,1298.75,0934379716
1216,First_1216,Last_1216,2001-11-02,Family Business Owner,1422.99,0948343497
1218,First_1218,Last_1218,1993-02-04,Family Business Owner,2651.03,0920292815
1219,First_1219,Last_1219,1992-06-11,Driver,1573.77,0918927875
1220,First_1220,Last_1220,1999-05-09,Manual Worker,1366.98,0973018097
1221,First_1221,Last_1221,1998-09-01,Teacher,2592.39,0917531734
1222,First_1222,Last_1222,1986-02-18,Student,1178.8,0921854310
1223,First_1223,Last_1223,1993-05-20,Healthcare Worker,899.96,0915585158
1224,First_1224,Last_1224,1982-07-16,Family Business Owner,2397.78,0958903820
1225,First_1225,Last_1225,2002-04-24,Healthcare Worker,1677.54,0994074668
1226,First_1226,Last_1226,1996-09-08,Artist,2889.46,0986025347
1227,First_1227,Last_1227,1996-01-20,Manual Worker,1945.64,0965015530
1228,First_1228,Last_1228,1993-01-17,Student,1997.03,0965254439
1230,First_1230,Last_1230,1996-05-26,Teacher,1544.86,0945932035
1231,First_1231,Last_1231,1997-11-04,Retired/Unemployed,2829.41,0955024729
1232,First_1232,Last_1232,1993-11-19,Teacher,600.79,0937653451
1234,First_1234,Last_1234,1990-05-31,Freelancer,324.88,0910041118
1235,First_1235,Last_1235,1998-11-19,Healthcare Worker,1335.66,0942598706
1236,First_1236,Last_1236,1989-11-19,Office Worker,218.8,0940945536
1237,First_1237,Last_1237,1998-07-10,Freelancer,1282.38,0988832660
1238,First_1238,Last_1238,1998-08-01,Driver,2454.54,0983591478
1239,First_1239,Last_1239,1993-10-06,Freelancer,1403.36,0955802347
1240,First_1240,Last_1240,1987-05-31,Retired/Unemployed,339.92,0938655653
1241,First_1241,Last_1241,1991-08-29,Retired/Unemployed,2410.4,0918631791
1243,First_1243,Last_1243,1983-08-17,Healthcare Worker,2622.94,0924882201
1244,First_1244,Last_1244,1987-10-11,Manual Worker,319.45,0978378083
1245,First_1245,Last_1245,1985-12-02,Driver,2383.98,0953828377
1247,First_1247,Last_1247,1994-01-28,Manual Worker,1790.63,0958139740
1248,First_1248,Last_1248,1982-10-18,Teacher,434.48,0994745033
1249,First_1249,Last_1249,1998-10-08,Driver,2807.04,0963404442
1250,First_1250,Last_1250,1996-03-14,Driver,1062.61,0928441406
1251,First_1251,Last_1251,1999-07-08,Student,2444.07,0968127447
1252,First_1252,Last_1252,2000-11-26,Healthcare Worker,931.68,0986948586
1253,First_1253,Last_1253,1990-01-18,Freelancer,1697.59,0988720055
1254,First_1254,Last_1254,1981-10-30,Manual Worker,1503.51,0981421226
1255,First_1255,Last_1255,1994-04-23,Office Worker,2486.87,0976141568
1256,First_1256,Last_1256,1984-03-09,Freelancer,385.79,0929623469
1257,First_1257,Last_1257,1998-11-27,Healthcare Worker,615.34,0967248352
1258,First_1258,Last_1258,1984-07-23,Teacher,2793.79,0910807869
1259,First_1259,Last_1259,1990-04-15,Student,594.24,0961545772
1260,First_1260,Last_1260,1991-04-28,Healthcare Worker,1748.28,0957800234
1262,First_1262,Last_1262,1990-08-05,Retired/Unemployed,1072.06,0989966090
1264,First_1264,Last_1264,1982-09-30,Manual Worker,1794.17,0973126671
1265,First_1265,Last_1265,1998-11-02,Retired/Unemployed,1736.0,0987899618
1267,First_1267,Last_1267,1987-06-08,Retired/Unemployed,1772.89,0927030704
1268,First_1268,Last_1268,1998-09-13,Student,2090.79,0928660926
1269,First_1269,Last_1269,1982-06-01,Teacher,1976.33,0921096687
1270,First_1270,Last_1270,1983-10-23,Freelancer,2769.37,0943388447
1271,First_1271,Last_1271,1988-05-18,Teacher,2863.85,0999886098
1272,First_1272,Last_1272,1993-02-17,Office Worker,1017.54,0965140191
1273,First_1273,Last_1273,2003-02-09,Manual Worker,1610.61,0914653663
1274,First_1274,Last_1274,2002-05-19,Office Worker,1632.05,0936478260
1275,First_1275,Last_1275,1992-08-22,Driver,2809.94,0929166072
1276,First_1276,Last_1276,1986-12-23,Student,1398.11,0992479204
1277,First_1277,Last_1277,1985-05-04,Artist,1521.32,0977429506
1278,First_1278,Last_1278,1982-08-31,Freelancer,668.65,0990459567
1279,First_1279,Last_1279,2000-03-12,Retired/Unemployed,2827.33,0959273293
1280,First_1280,Last_1280,1986-03-15,Family Business Owner,1024.22,0957105016
1281,First_1281,Last_1281,1991-06-04,Driver,1914.43,0978852163
1282,First_1282,Last_1282,2001-12-08,Office Worker,455.59,0984961484
1283,First_1283,Last_1283,1998-03-06,Artist,1404.07,0975734095
1284,First_1284,Last_1284,1988-07-16,Healthcare Worker,292.37,0968968659
1285,First_1285,Last_1285,1996-08-20,Family Business Owner,1978.11,0951766313
1286,First_1286,Last_1286,1989-02-01,Student,2016.08,0931862556
1287,First_1287,Last_1287,1987-12-17,Retired/Unemployed,964.36,0917388811
1289,First_1289,Last_1289,1983-09-04,Manual Worker,1806.66,0970584796
1290,First_1290,Last_1290,1995-03-10,Retired/Unemployed,256.72,0997513471
1291,First_1291,Last_1291,1993-08-15,Retired/Unemployed,275.98,0926806329
1292,First_1292,Last_1292,1995-01-31,Manual Worker,2298.44,0968062166
1293,First_1293,Last_1293,1987-07-27,Freelancer,2147.15,0958635063
1294,First_1294,Last_1294,1993-08-15,Family Business Owner,562.96,0963593862
1295,First_1295,Last_1295,1984-01-30,Freelancer,1970.49,0964046422
1298,First_1298,Last_1298,1989-08-22,Family Business Owner,802.27,0955101398
1301,First_1301,Last_1301,1990-02-08,Office Worker,669.52,0999199547
1302,First_1302,Last_1302,2000-07-24,Manual Worker,841.42,0929843388
1303,First_1303,Last_1303,2001-10-03,Student,1479.16,0959297059
1305,First_1305,Last_1305,1983-07-21,Office Worker,2873.38,0968290439
1306,First_1306,Last_1306,2001-11-21,Office Worker,2217.4,0938639231
1307,First_1307,Last_1307,1991-06-17,Teacher,1330.64,0961163388
1308,First_1308,Last_1308,1997-05-29,Teacher,1268.16,0951952305
1311,First_1311,Last_1311,1994-12-14,Manual Worker,1279.13,0984757580
1312,First_1312,Last_1312,1991-10-29,Office Worker,563.39,0950017802
1314,First_1314,Last_1314,1995-01-18,Manual Worker,1614.7,0923182229
1315,First_1315,Last_1315,2000-01-18,Teacher,1368.4,0935737812
1317,First_1317,Last_1317,1986-10-30,Family Business Owner,1170.97,0995394977
1318,First_1318,Last_1318,1984-07-04,Manual Worker,2967.54,0996244497
1319,First_1319,Last_1319,1993-06-03,Student,2517.43,0928496606
1320,First_1320,Last_1320,1993-02-13,Manual Worker,2950.39,0988262719
1321,First_1321,Last_1321,1989-06-23,Office Worker,2749.93,0978660866
1322,First_1322,Last_1322,1990-06-07,Office Worker,2098.52,0913514519
1323,First_1323,Last_1323,1996-08-26,Freelancer,2336.0,0996402777
1324,First_1324,Last_1324,1998-09-21,Manual Worker,1727.78,0995050983
1325,First_1325,Last_1325,1999-09-11,Freelancer,217.71,0962032665
1326,First_1326,Last_1326,1998-02-09,Teacher,1036.31,0917697733
1327,First_1327,Last_1327,1996-10-30,Manual Worker,1365.08,0925140953
1328,First_1328,Last_1328,1988-12-11,Student,1524.29,0970847571
1329,First_1329,Last_1329,1990-12-19,Retired/Unemployed,2156.99,0926720202
1330,First_1330,Last_1330,1989-10-01,Manual Worker,2563.55,0956018161
1331,First_1331,Last_1331,1999-03-25,Driver,1640.24,0914460990
1332,First_1332,Last_1332,1989-01-25,Driver,2043.91,0933575458
1333,First_1333,Last_1333,1984-07-25,Teacher,2529.22,0988630261
1334,First_1334,Last_1334,1987-11-09,Freelancer,1996.32,0911274446
1335,First_1335,Last_1335,1984-03-14,Retired/Unemployed,2645.55,0980377341
1336,First_1336,Last_1336,1991-03-17,Manual Worker,1364.0,0911216619
1337,First_1337,Last_1337,1981-03-24,Student,2613.38,0956937246
1338,First_1338,Last_1338,1993-04-22,Retired/Unemployed,1911.75,0915858854
1340,First_1340,Last_1340,1983-07-14,Healthcare Worker,2275.44,0957091009
1341,First_1341,Last_1341,2000-06-16,Family Business Owner,633.34,0994730959
1342,First_1342,Last_1342,1981-12-17,Teacher,2664.0,0912149805
1343,First_1343,Last_1343,1997-12-04,Manual Worker,2523.69,0917690665
1344,First_1344,Last_1344,1984-05-01,Freelancer,2381.25,0967562349
1347,First_1347,Last_1347,1982-05-11,Manual Worker,915.26,0917808683
1348,First_1348,Last_1348,1998-12-03,Healthcare Worker,2122.41,0972580968
1349,First_1349,Last_1349,1992-06-16,Manual Worker,1556.34,0973392413
1351,First_1351,Last_1351,1986-09-21,Freelancer,868.51,0954680194
1353,First_1353,Last_1353,1997-04-12,Office Worker,2282.3,0919655801
1354,First_1354,Last_1354,1986-07-20,Teacher,2391.25,0985816196
1355,First_1355,Last_1355,1991-05-06,Office Worker,2200.5,0995548351
1356,First_1356,Last_1356,1982-03-09,Driver,2852.27,0947164170
1358,First_1358,Last_1358,1999-11-10,Family Business Owner,1715.38,0931257508
1359,First_1359,Last_1359,2001-10-01,Freelancer,828.51,0993687526
1360,First_1360,Last_1360,1997-10-03,Student,413.08,0990729419
1361,First_1361,Last_1361,1988-04-14,Driver,2366.2,0980930990
1363,First_1363,Last_1363,1988-02-27,Manual Worker,2819.12,0941230602
1364,First_1364,Last_1364,1988-05-11,Healthcare Worker,2255.88,0996642501
1366,First_1366,Last_1366,1985-04-27,Driver,865.83,0915927940
1367,First_1367,Last_1367,1992-08-12,Student,737.13,0999784398
1368,First_1368,Last_1368,1987-11-26,Family Business Owner,2125.82,0973797777
1369,First_1369,Last_1369,1990-07-17,Manual Worker,946.98,0957810285
1370,First_1370,Last_1370,2002-05-14,Manual Worker,2659.59,0987158579
1371,First_1371,Last_1371,1987-04-06,Teacher,1773.03,0986521056
1372,First_1372,Last_1372,1997-04-10,Healthcare Worker,1765.84,0939766101
1373,First_1373,Last_1373,1993-12-14,Driver,1829.47,0953717941
1374,First_1374,Last_1374,2003-04-10,Family Business Owner,2264.08,0945171035
1375,First_1375,Last_1375,2001-09-26,Retired/Unemployed,1294.2,0924128925
1376,First_1376,Last_1376,1980-12-21,Teacher,2789.51,0977990348
1377,First_1377,Last_1377,1987-09-06,Retired/Unemployed,1474.82,0955107447
1378,First_1378,Last_1378,1993-07-23,Freelancer,1708.97,0911992557
1379,First_1379,Last_1379,1980-07-06,Freelancer,2946.52,0986908614
1380,First_1380,Last_1380,1988-01-29,Office Worker,2825.73,0969205997
1381,First_1381,Last_1381,1999-04-18,Artist,1125.61,0926843652
1382,First_1382,Last_1382,1995-03-26,Artist,2071.72,0975036498
1383,First_1383,Last_1383,1987-05-02,Teacher,1165.93,0983402424
1384,First_1384,Last_1384,2000-08-10,Teacher,2573.58,0922089398
1385,First_1385,Last_1385,2003-10-21,Freelancer,1900.65,0938078418
1387,First_1387,Last_1387,1984-07-29,Student,2073.0,0962736962
1388,First_1388,Last_1388,1989-05-18,Retired/Unemployed,1351.8,0936608965
1389,First_1389,Last_1389,1988-05-14,Teacher,2758.09,0976297709
1390,First_1390,Last_1390,1988-01-08,Freelancer,2248.56,0986375909
1391,First_1391,Last_1391,1987-04-25,Driver,1052.78,0984011125
1392,First_1392,Last_1392,1990-12-07,Driver,1566.82,0980757283
1393,First_1393,Last_1393,1984-12-18,Family Business Owner,2114.85,0946474579
1395,First_1395,Last_1395,1999-01-12,Family Business Owner,2589.22,0937310792
1396,First_1396,Last_1396,2001-03-27,Freelancer,791.31,0969271273
1397,First_1397,Last_1397,1995-05-03,Freelancer,2856.94,0986039532
1398,First_1398,Last_1398,1988-01-28,Teacher,416.32,0990622772
1399,First_1399,Last_1399,2003-12-15,Artist,2119.54,0935662588
1401,First_1401,Last_1401,1989-03-22,Student,348.04,0918376742
1402,First_1402,Last_1402,1981-06-21,Student,870.6,0968611409
1403,First_1403,Last_1403,1981-03-18,Office Worker,351.76,0964675913
1404,First_1404,Last_1404,1992-11-18,Manual Worker,1634.78,0952271195
1405,First_1405,Last_1405,2002-01-16,Teacher,1610.18,0974763868
1406,First_1406,Last_1406,1986-04-21,Healthcare Worker,899.67,0984864906
1407,First_1407,Last_1407,1998-04-04,Healthcare Worker,684.26,0978035993
